,param_clf__selected_model,params,mean_fit_time,std_fit_time,mean_test_ba,std_test_ba,rank_test_ba,mean_test_ap,std_test_ap,rank_test_ap,mean_test_ra,std_test_ra,rank_test_ra,mean_test_F1,std_test_F1,rank_test_F1
0,"('brf', {'criterion': 'gini', 'max_depth': 23, 'max_features': 'auto', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 65})","{'clf__selected_model': ('brf', {'criterion': 'gini', 'max_depth': 23, 'max_features': 'auto', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 65})}",0.8786245346069336,0.15388669028747887,0.6529325312928285,0.01203001194687429,1,0.6750803430531174,0.017594373998874098,1,0.7189685177096359,0.01158585606369613,1,0.6214569391736867,0.015464982405901228,1
