,param_clf__selected_model,params,mean_fit_time,std_fit_time,mean_test_ba,std_test_ba,rank_test_ba,mean_test_ap,std_test_ap,rank_test_ap,mean_test_ra,std_test_ra,rank_test_ra,mean_test_F1,std_test_F1,rank_test_F1
0,"('xgb', {'booster': 'gbtree', 'learning_rate': 1.0, 'max_depth': 20, 'min_child_weight': 11, 'subsample': 0.45, 'verbosity': 0})","{'clf__selected_model': ('xgb', {'booster': 'gbtree', 'learning_rate': 1.0, 'max_depth': 20, 'min_child_weight': 11, 'subsample': 0.45, 'verbosity': 0})}",228.40857060750326,28.369421039465134,0.49899917101309105,0.008441929317528457,1,0.135908760499367,0.018943457843361943,1,0.5338044678300629,0.03962759181071281,1,0.01575024565146342,0.030045096974220146,1
