15:49:27,8.6,1155.404125,59.3,"[16.8, 16.5, 15.5, 14.7, 14.7, 14.9, 13.3, 10.0]"
15:49:40,9.8,726.069375,59.4,"[19.8, 21.4, 8.9, 7.3, 14.9, 4.0, 6.2, 14.1]"
15:50:09,10.5,903.7109999999999,59.3,"[19.4, 12.1, 10.8, 8.8, 8.8, 9.2, 19.6, 16.5]"
15:50:38,26.1,1800.022875,59.5,"[29.0, 25.5, 31.1, 75.0, 14.1, 33.7, 16.5, 18.1]"
15:51:07,10.4,740.064875,59.4,"[21.0, 9.6, 10.1, 13.5, 8.9, 16.8, 11.8, 14.9]"
hour,cpu_percent,cpu_freq,ram_percent,thread_percent
